"","player","player_id","position","player_game_count","team_name","targets","receptions","caught_percent","yards","touchdowns","grades_offense","grades_pass_route","grades_hands_drop","grades_hands_fumble","grades_pass_block","yards_per_reception","yards_after_catch","yards_after_catch_per_reception","longest","first_downs","drops","interceptions","fumbles","avoided_tackles","targeted_qb_rating","penalties","declined_penalties","season","ï..season","Team","Cap.Number","Cash.Spent","snap_counts_offense","Year","experience"
"480","Mike Williams",5625,"WR",16,"TB",119,65,54.6,777,3,62.5,63.2,40,27.3,NA,12,236,3.6,42,42,9,3,2,8,72.7,3,2,"2011",2011,"Buccaneers",584562,450000,292,2005,"7"
"481","Mike Williams",5625,"WR",16,"TB",119,65,54.6,777,3,62.5,63.2,40,27.3,NA,12,236,3.6,42,42,9,3,2,8,72.7,3,2,"2011",2011,"Buccaneers",584562,450000,292,2010,"2"
"482","Mike Williams",2227,"WR",12,"SEA",35,18,51.4,236,1,59.3,59.1,43.5,73.9,67.5,13.1,60,3.3,55,13,2,2,0,1,58.7,2,0,"2011",2011,"Buccaneers",584562,450000,168,2005,"7"
"483","Mike Williams",2227,"WR",12,"SEA",35,18,51.4,236,1,59.3,59.1,43.5,73.9,67.5,13.1,60,3.3,55,13,2,2,0,1,58.7,2,0,"2011",2011,"Buccaneers",584562,450000,168,2010,"2"
"484","Mike Williams",5625,"WR",16,"TB",119,65,54.6,777,3,62.5,63.2,40,27.3,NA,12,236,3.6,42,42,9,3,2,8,72.7,3,2,"2011",2011,"Seahawks",2312500,2187500,292,2005,"7"
"485","Mike Williams",5625,"WR",16,"TB",119,65,54.6,777,3,62.5,63.2,40,27.3,NA,12,236,3.6,42,42,9,3,2,8,72.7,3,2,"2011",2011,"Seahawks",2312500,2187500,292,2010,"2"
"486","Mike Williams",11762,"WR",15,"LAC",85,49,57.6,1001,2,74.1,74.6,37.7,79.4,64.5,20.4,200,4.1,56,41,6,8,0,3,67.8,2,0,"2019",2019,"Chargers",5386379,2260460,273,2005,"15"
"487","Mike Williams",11762,"WR",15,"LAC",85,49,57.6,1001,2,74.1,74.6,37.7,79.4,64.5,20.4,200,4.1,56,41,6,8,0,3,67.8,2,0,"2019",2019,"Chargers",5386379,2260460,273,2017,"3"
"488","Mike Williams",11762,"WR",15,"LAC",85,49,57.6,1001,2,74.1,74.6,37.7,79.4,64.5,20.4,200,4.1,56,41,6,8,0,3,67.8,2,0,"2019",2019,"Chargers",5386379,2260460,273,2010,"10"
"489","Mike Williams",11762,"WR",16,"LAC",64,43,67.2,664,10,81.8,81.3,76.3,80,NA,15.4,117,2.7,55,36,2,1,0,4,134.4,0,0,"2018",2018,"Chargers",4488649,1362730,207,2005,"14"
"490","Mike Williams",11762,"WR",16,"LAC",64,43,67.2,664,10,81.8,81.3,76.3,80,NA,15.4,117,2.7,55,36,2,1,0,4,134.4,0,0,"2018",2018,"Chargers",4488649,1362730,207,2017,"2"
"491","Mike Williams",11762,"WR",16,"LAC",64,43,67.2,664,10,81.8,81.3,76.3,80,NA,15.4,117,2.7,55,36,2,1,0,4,134.4,0,0,"2018",2018,"Chargers",4488649,1362730,207,2010,"9"
"492","Mike Williams",2227,"WR",13,"SEA",106,65,61.3,751,2,79.6,79.7,66,80.9,NA,11.6,217,3.3,68,40,5,4,0,5,73.3,0,0,"2010",2010,"Buccaneers",454562,858250,210,2005,"6"
"493","Mike Williams",2227,"WR",13,"SEA",106,65,61.3,751,2,79.6,79.7,66,80.9,NA,11.6,217,3.3,68,40,5,4,0,5,73.3,0,0,"2010",2010,"Buccaneers",454562,858250,210,2010,"1"
"494","Mike Williams",11762,"WR",10,"LAC",23,11,47.8,95,0,52.6,51.8,45.7,71.9,NA,8.6,15,1.4,20,7,2,1,0,0,41,0,0,"2017",2017,"Chargers",3590919,12968676,89,2005,"13"
"495","Mike Williams",11762,"WR",10,"LAC",23,11,47.8,95,0,52.6,51.8,45.7,71.9,NA,8.6,15,1.4,20,7,2,1,0,0,41,0,0,"2017",2017,"Chargers",3590919,12968676,89,2017,"1"
"496","Mike Williams",11762,"WR",10,"LAC",23,11,47.8,95,0,52.6,51.8,45.7,71.9,NA,8.6,15,1.4,20,7,2,1,0,0,41,0,0,"2017",2017,"Chargers",3590919,12968676,89,2010,"8"
"497","Mike Williams",5625,"WR",16,"TB",123,64,52,955,11,74.7,72.7,32.5,23.5,NA,14.9,336,5.3,58,46,11,3,3,11,97.4,1,1,"2010",2010,"Seahawks",1670000,2045000,363,2005,"6"
"498","Mike Williams",5625,"WR",16,"TB",123,64,52,955,11,74.7,72.7,32.5,23.5,NA,14.9,336,5.3,58,46,11,3,3,11,97.4,1,1,"2010",2010,"Seahawks",1670000,2045000,363,2010,"1"
"499","Mike Williams",2227,"WR",13,"SEA",106,65,61.3,751,2,79.6,79.7,66,80.9,NA,11.6,217,3.3,68,40,5,4,0,5,73.3,0,0,"2010",2010,"Seahawks",1670000,2045000,210,2005,"6"
"500","Mike Williams",2227,"WR",13,"SEA",106,65,61.3,751,2,79.6,79.7,66,80.9,NA,11.6,217,3.3,68,40,5,4,0,5,73.3,0,0,"2010",2010,"Seahawks",1670000,2045000,210,2010,"1"
"501","Mike Williams",5625,"WR",16,"TB",120,63,52.5,996,9,78.8,77.5,54.9,80.9,NA,15.8,343,5.4,65,44,7,3,0,7,95,1,0,"2012",2012,"Buccaneers",674562,540000,302,2005,"8"
"502","Mike Williams",5625,"WR",16,"TB",120,63,52.5,996,9,78.8,77.5,54.9,80.9,NA,15.8,343,5.4,65,44,7,3,0,7,95,1,0,"2012",2012,"Buccaneers",674562,540000,302,2010,"3"
"503","Mike Williams",5625,"WR",6,"TB",39,22,56.4,216,2,62.2,64.2,72.1,74.9,NA,9.8,63,2.9,28,11,2,0,0,2,89.3,5,1,"2013",2013,"Buccaneers",8334564,8200000,123,2005,"9"
"504","Mike Williams",5625,"WR",6,"TB",39,22,56.4,216,2,62.2,64.2,72.1,74.9,NA,9.8,63,2.9,28,11,2,0,0,2,89.3,5,1,"2013",2013,"Buccaneers",8334564,8200000,123,2010,"4"
"505","Mike Williams",2227,"WR",12,"SEA",35,18,51.4,236,1,59.3,59.1,43.5,73.9,67.5,13.1,60,3.3,55,13,2,2,0,1,58.7,2,0,"2011",2011,"Seahawks",2312500,2187500,168,2005,"7"
"506","Mike Williams",2227,"WR",12,"SEA",35,18,51.4,236,1,59.3,59.1,43.5,73.9,67.5,13.1,60,3.3,55,13,2,2,0,1,58.7,2,0,"2011",2011,"Seahawks",2312500,2187500,168,2010,"2"
"507","Mike Williams",5625,"WR",16,"TB",123,64,52,955,11,74.7,72.7,32.5,23.5,NA,14.9,336,5.3,58,46,11,3,3,11,97.4,1,1,"2010",2010,"Buccaneers",454562,858250,363,2005,"6"
"508","Mike Williams",5625,"WR",16,"TB",123,64,52,955,11,74.7,72.7,32.5,23.5,NA,14.9,336,5.3,58,46,11,3,3,11,97.4,1,1,"2010",2010,"Buccaneers",454562,858250,363,2010,"1"
"509","Mohamed Massaquoi",4973,"WR",9,"CLV",32,17,53.1,254,0,65.9,65.5,68,73.6,NA,14.9,107,6.3,54,11,1,1,0,0,66.4,0,0,"2012",NA,NA,NA,NA,80,2009,"4"
"510","Mohamed Massaquoi",4973,"WR",15,"CLV",69,36,52.2,483,2,62.3,59.6,54.4,29.6,68.1,13.4,145,4,41,24,4,7,1,4,44.8,2,1,"2010",NA,NA,NA,NA,279,2009,"2"
"511","Mohamed Massaquoi",4973,"WR",14,"CLV",69,31,44.9,384,2,57.9,58,49.6,76.6,NA,12.4,74,2.4,56,19,4,4,0,0,48.2,1,0,"2011",NA,NA,NA,NA,202,2009,"3"
"512","Nate Burleson",1386,"WR",16,"DET",110,73,66.4,757,3,62.3,61.6,51.1,56.3,NA,10.4,416,5.7,47,37,9,4,1,16,80,6,1,"2011",2011,"Lions",2755073,2875000,273,2003,"9"
"513","Nate Burleson",1386,"WR",9,"DET",51,39,76.5,461,1,65,64.8,56.9,30.1,65.6,11.8,223,5.7,47,23,4,2,1,5,93.7,2,0,"2013",2013,"Lions",4031641,2e+06,195,2003,"11"
"514","Nate Burleson",1386,"WR",6,"DET",41,27,65.9,240,2,63.4,62.5,66.2,78.2,NA,8.9,88,3.3,26,14,2,0,0,0,97.6,1,0,"2012",2012,"Lions",2856641,4e+06,98,2003,"10"
"515","Nate Burleson",1386,"WR",14,"DET",85,55,64.7,625,6,65.8,63.6,62.4,26.8,NA,11.4,309,5.6,58,34,5,1,2,8,105.3,3,0,"2010",2010,"Lions",5325000,8125000,302,2003,"8"
"516","Patrick Crayton",1932,"WR",9,"SD",42,28,66.7,514,1,79.3,78.1,57,76.5,NA,18.4,221,7.9,49,24,2,1,0,4,106.6,0,0,"2010",NA,NA,NA,NA,69,2004,"7"
"517","Patrick Crayton",1932,"WR",14,"SD",32,23,71.9,248,1,56.4,56.5,40,28.9,68.2,10.8,110,4.8,26,17,4,2,1,3,78.6,2,0,"2011",NA,NA,NA,NA,113,2004,"8"
"518","Patrick Turner",5010,"WR",1,"NYJ",4,0,0,0,0,39.2,42.5,27.9,NA,NA,NA,0,NA,0,0,1,0,0,0,39.6,0,0,"2012",NA,NA,NA,NA,1,2009,"4"
"519","Patrick Turner",5010,"WR",3,"NYJ",2,2,100,26,0,63.3,62.8,68.3,64,NA,13,3,1.5,21,0,0,0,0,0,118.8,0,0,"2010",NA,NA,NA,NA,11,2009,"2"
"520","Patrick Turner",5010,"WR",14,"NYJ",15,8,53.3,96,1,65.6,64,56.7,70.6,39.2,12,27,3.4,25,6,1,0,0,1,95.4,1,1,"2011",NA,NA,NA,NA,78,2009,"3"
"521","Paul Hubbard",4505,"WR",1,"BUF",3,1,33.3,8,0,53.7,53.6,64.7,61.2,NA,8,2,2,8,0,0,0,0,0,42.4,0,0,"2010",NA,NA,NA,NA,9,2008,"3"
"522","Percy Harvin",4945,"WR",9,"MIN",81,62,76.5,677,3,90.8,92.1,90,29.4,70,10.9,542,8.7,45,36,1,2,0,22,102.8,1,0,"2012",2012,"Vikings",2043800,915000,119,2009,"4"
"523","Percy Harvin",4945,"WR",2,"BUF",3,2,66.7,6,0,53.4,51.2,68.3,66.2,NA,3,4,2,5,0,0,0,0,0,70.1,0,0,"2016",2016,"Bills",983382,503824,28,2009,"8"
"524","Percy Harvin",4945,"WR",1,"SEA",1,1,100,17,0,73.5,72.5,64.7,65.3,NA,17,4,4,17,1,0,0,0,0,118.8,0,0,"2013",2013,"Seahawks",4900000,14500000,7,2009,"5"
"525","Percy Harvin",4945,"WR",5,"BUF",29,19,65.5,218,1,67.5,64.3,60.3,43.6,NA,11.5,92,4.8,51,10,1,0,1,4,99.5,0,0,"2015",2015,"Bills",4e+06,6e+06,80,2009,"7"
"526","Percy Harvin",4945,"WR",13,"NYJ",76,51,67.1,483,1,75.9,74.9,73.7,29,NA,9.5,261,5.1,45,23,3,3,1,8,72.4,1,0,"2014",2014,"Jets",6470588,6470588,192,2009,"6"
"527","Percy Harvin",4945,"WR",16,"MIN",118,87,73.7,975,6,86.5,87.9,65.9,68.3,74.9,11.2,580,6.7,52,47,7,5,2,10,97.2,3,0,"2011",2011,"Vikings",1783800,682500,148,2009,"3"
"528","Percy Harvin",4945,"WR",14,"MIN",104,71,68.3,871,5,87.6,87,70.4,83.7,NA,12.3,453,6.4,53,42,5,5,0,11,89.9,5,2,"2010",2010,"Vikings",3682300,6201000,221,2009,"2"
"529","Pierre Garcon",4519,"WR",16,"IND",123,70,56.9,947,6,66.6,65.4,68.6,26.6,NA,13.5,365,5.2,87,43,5,3,2,8,87.7,2,0,"2011",2011,"Colts",1217900,1200000,346,2008,"4"
"530","Pierre Garcon",4519,"WR",14,"IND",119,67,56.3,784,6,64.6,63.5,29.1,81.2,NA,11.7,252,3.8,57,41,13,4,0,12,79.3,3,1,"2010",2010,"Colts",487900,470000,322,2008,"3"
"531","Pierre Garcon",4519,"WR",8,"SF",41,24,58.5,286,1,64.3,62.1,41.9,75.3,66.2,11.9,99,4.1,25,14,4,1,0,2,77.9,0,0,"2018",2018,"49ers",9250000,6850000,140,2008,"11"
"532","Pierre Garcon",4519,"WR",10,"WAS",63,44,69.8,633,4,84,83.8,60.5,78.9,NA,14.4,321,7.3,88,26,5,1,0,4,116.7,4,0,"2012",2012,"Redskins",4700000,13406250,170,2008,"5"
"533","Pierre Garcon",4519,"WR",16,"WAS",110,79,71.8,1041,3,85.5,84.2,89.5,82,NA,13.2,354,4.5,70,52,1,2,0,13,102.9,3,0,"2016",2016,"Redskins",10200000,8e+06,246,2008,"9"
"534","Pierre Garcon",4519,"WR",16,"WAS",108,72,66.7,777,6,74.6,75,66.3,86.3,NA,10.8,183,2.5,39,44,5,5,0,4,86.8,5,1,"2015",2015,"Redskins",9700000,7500000,265,2008,"8"
"535","Pierre Garcon",4519,"WR",16,"WAS",174,113,64.9,1346,5,82.2,81.2,58.2,60.9,NA,11.9,675,6,53,60,11,8,1,15,78.9,4,0,"2013",2013,"Redskins",8200000,6e+06,346,2008,"6"
"536","Pierre Garcon",4519,"WR",8,"SF",65,40,61.5,500,0,77.5,76.3,90.2,78.3,NA,12.5,177,4.4,59,25,0,1,0,4,79,1,0,"2017",2017,"49ers",6425000,15900000,137,2008,"10"
"537","Pierre Garcon",4519,"WR",16,"WAS",99,68,68.7,752,3,70.4,70,90.3,81.3,NA,11.1,349,5.1,70,32,2,4,0,11,84.2,3,0,"2014",2014,"Redskins",9700000,7500000,292,2008,"7"
"538","Ramses Barden",5008,"WR",11,"NYG",19,14,73.7,220,0,64.8,66.1,81.1,73,NA,15.7,52,3.7,31,11,0,1,0,0,89.8,2,0,"2012",NA,NA,NA,NA,53,2009,"4"
"539","Ramses Barden",5008,"WR",4,"NYG",7,5,71.4,64,0,69.3,68.6,49.7,68.8,NA,12.8,9,1.8,26,2,1,1,0,0,60.1,0,0,"2010",NA,NA,NA,NA,22,2009,"2"
"540","Ramses Barden",5008,"WR",8,"NYG",19,9,47.4,94,0,58.7,58.2,57,70.6,62.3,10.4,28,3.1,26,5,1,0,0,0,62.2,0,0,"2011",NA,NA,NA,NA,25,2009,"3"
"541","Reggie Wayne",800,"WR",16,"IND",172,111,64.5,1355,6,76.4,75.7,66.4,60.8,72.6,12.2,407,3.7,50,72,9,4,1,5,90.6,1,0,"2010",2010,"Colts",8210000,5470000,395,2001,"10"
"542","Reggie Wayne",800,"WR",7,"IND",57,38,66.7,503,2,80.9,79.2,58.6,78.4,70.2,13.2,174,4.6,35,28,4,2,0,6,91.5,1,0,"2013",2013,"Colts",8166666,6e+06,154,2001,"13"
"543","Reggie Wayne",800,"WR",16,"IND",121,75,62,960,4,76.3,76.2,88.2,81.6,NA,12.8,289,3.9,56,50,2,4,0,5,84,2,0,"2011",2011,"Colts",6190000,5950000,375,2001,"11"
"544","Reggie Wayne",800,"WR",16,"IND",179,106,59.2,1355,5,89,85.8,60.2,67.1,52,12.8,379,3.6,33,74,10,10,1,5,69,0,0,"2012",2012,"Colts",3166666,7500000,348,2001,"12"
"545","Reggie Wayne",800,"WR",15,"IND",110,64,58.2,779,2,63.4,63.3,42.1,44.4,NA,12.2,272,4.3,80,40,9,5,1,2,67.2,2,0,"2014",2014,"Colts",6166668,4e+06,263,2001,"14"
"546","Riley Cooper",5682,"WR",11,"PHI",44,23,52.3,248,3,60.6,59.3,63.4,75.5,NA,10.8,84,3.7,23,14,2,0,0,3,91.9,1,0,"2012",2012,"Eagles",582869,540000,152,2010,"3"
"547","Riley Cooper",5682,"WR",16,"PHI",81,47,58,835,8,71.3,71.3,65.1,82.6,NA,17.8,242,5.1,63,33,4,2,0,4,116,1,0,"2013",2013,"Eagles",672871,630000,419,2010,"4"
"548","Riley Cooper",5682,"WR",15,"PHI",31,16,51.6,315,1,59,59.7,30,73.6,NA,19.7,54,3.4,58,13,4,3,0,1,58.6,2,0,"2011",2011,"Eagles",492869,450000,104,2010,"2"
"549","Riley Cooper",5682,"WR",16,"PHI",91,55,60.4,573,3,59.1,57.7,74.4,40,NA,10.4,159,2.9,50,26,3,5,1,3,66.8,4,0,"2014",2014,"Eagles",1800000,5e+06,368,2010,"5"
"550","Riley Cooper",5682,"WR",13,"PHI",14,7,50,116,1,55.7,56,52.5,69.5,65.7,16.6,18,2.6,37,5,1,2,0,0,62.5,1,0,"2010",2010,"Eagles",362869,491478,63,2010,"1"
"551","Riley Cooper",5682,"WR",16,"PHI",39,21,53.8,327,2,58.2,57,49.3,85.9,NA,15.6,67,3.2,62,15,3,4,0,2,59.4,1,1,"2015",2015,"Eagles",4800000,4e+06,210,2010,"6"
"552","Robert Meachem",3643,"WR",16,"NO",60,40,66.7,620,6,72.9,70.6,59.1,79.1,NA,15.5,106,2.7,67,29,4,3,0,2,113.2,2,0,"2011",NA,NA,NA,NA,290,2007,"5"
"553","Robert Meachem",3643,"WR",12,"SD",32,14,43.8,207,2,55.7,54.7,28.6,73.2,NA,14.8,40,2.9,46,7,4,2,0,2,60.3,0,0,"2012",NA,NA,NA,NA,138,2007,"6"
"554","Robert Meachem",3643,"WR",15,"NO",29,16,55.2,324,2,69.6,66.2,67,74.2,61.6,20.3,81,5.1,60,9,1,0,0,1,117.6,0,0,"2013",2013,"Saints",715000,715000,198,2007,"7"
"555","Robert Meachem",3643,"WR",16,"NO",62,44,71,638,5,72.9,71.6,56.8,79.3,NA,14.5,136,3.1,55,27,4,3,0,6,110.8,0,0,"2010",NA,NA,NA,NA,213,2007,"4"
"556","Robert Meachem",3643,"WR",11,"NO",18,7,38.9,114,0,68,60.5,52.1,69.5,NA,16.3,17,2.4,25,7,1,2,0,4,21.3,1,0,"2014",2014,"Saints",570000,855000,106,2007,"8"
"557","Roddy White",2244,"WR",16,"ATL",169,117,69.2,1389,10,82.7,83.8,64.4,62.2,NA,11.9,373,3.2,46,73,9,3,1,5,106.3,5,1,"2010",2010,"Falcons",7800000,6600000,324,2005,"6"
"558","Roddy White",2244,"WR",13,"ATL",94,63,67,711,3,65.6,63.3,49.9,26.9,NA,11.3,118,1.9,39,38,8,0,2,3,100.1,5,0,"2013",2013,"Falcons",9125000,6600000,223,2005,"9"
"559","Roddy White",2244,"WR",14,"ATL",122,80,65.6,921,7,68.5,69.3,47.3,24.1,55.9,11.5,185,2.3,39,55,10,4,3,0,93.6,5,0,"2014",2014,"Falcons",6212500,10550000,251,2005,"10"
"560","Roddy White",2244,"WR",16,"ATL",67,43,64.2,506,1,62.6,60.4,77,82.1,75.6,11.8,117,2.7,25,27,2,4,0,1,67.1,7,1,"2015",2015,"Falcons",5587500,3700000,308,2005,"11"
"561","Roddy White",2244,"WR",16,"ATL",138,92,66.7,1351,7,88.1,86.5,88.8,64.3,70.8,14.7,337,3.7,59,73,4,5,1,6,100.2,4,1,"2012",2012,"Falcons",8025000,5500000,312,2005,"8"
"562","Roddy White",2244,"WR",16,"ATL",175,100,57.1,1296,8,82.4,82.8,41,83.7,70.7,13,364,3.6,43,77,14,7,0,8,79.1,8,1,"2011",2011,"Falcons",6525000,9300000,366,2005,"7"
"563","Roscoe Parrish",2272,"WR",2,"BUF",4,1,25,16,0,51.6,51.1,28.8,61.2,NA,16,16,16,16,1,1,1,0,0,4.2,0,0,"2011",NA,NA,NA,NA,25,2005,"7"
"564","Roscoe Parrish",2272,"WR",8,"BUF",50,33,66,392,2,64.9,64.4,61.5,29.5,NA,11.9,110,3.3,37,20,4,3,1,4,78.1,1,1,"2010",NA,NA,NA,NA,121,2005,"6"
"565","Roy Williams",1728,"WR",15,"CHI",60,37,61.7,507,2,70.9,69.4,31.6,77.6,NA,13.7,113,3.1,25,29,7,5,0,3,65.1,0,0,"2011",NA,NA,NA,NA,261,2004,"8"
"566","Roy Williams",1728,"WR",15,"DAL",59,37,62.7,538,5,61.8,60.1,65.8,22.7,NA,14.5,202,5.5,63,26,4,5,3,4,85.3,1,1,"2010",NA,NA,NA,NA,186,2004,"7"
"567","Roydell Williams",2353,"WR",15,"WAS",17,8,47.1,109,0,49.5,47.9,76.5,70.1,NA,13.6,59,7.4,34,4,0,0,0,2,68,0,0,"2010",NA,NA,NA,NA,50,2005,"6"
"568","Sam Aiken",1439,"WR",2,"CLV",1,1,100,7,0,60,59.8,64.7,61.2,NA,7,1,1,7,0,0,0,0,0,95.8,0,0,"2010",NA,NA,NA,NA,4,2003,"8"
"569","Sammie Stroughter",5157,"WR",1,"TB",2,1,50,14,0,64.7,64,64.7,61.2,NA,14,2,2,14,1,0,1,0,0,33.3,0,0,"2012",NA,NA,NA,NA,3,2009,"4"
"570","Sammie Stroughter",5157,"WR",6,"TB",6,4,66.7,52,0,53.4,52.3,42.1,67,NA,13,19,4.8,29,2,1,0,0,1,93.8,0,0,"2011",NA,NA,NA,NA,12,2009,"3"
"571","Sammie Stroughter",5157,"WR",12,"TB",40,25,62.5,248,0,60.4,59.5,74.9,76,NA,9.9,111,4.4,27,13,1,1,0,2,69.6,0,0,"2010",NA,NA,NA,NA,82,2009,"2"
"572","Santana Moss",786,"WR",16,"WAS",142,93,65.5,1115,6,76.1,75.4,63.8,27.2,71.2,12,511,5.5,56,61,8,6,3,13,85.9,2,0,"2010",2010,"Redskins",4678800,968500,302,2001,"10"
"573","Santana Moss",786,"WR",16,"WAS",60,41,68.3,573,8,68.3,68.7,44.3,23.5,NA,14,254,6.2,77,28,6,1,2,5,131.5,1,0,"2012",2012,"Redskins",4666666,3e+06,120,2001,"12"
"574","Santana Moss",786,"WR",12,"WAS",90,46,51.1,584,4,70.2,69.5,49.3,79,NA,12.7,202,4.4,49,35,7,7,0,4,54.1,2,0,"2011",2011,"Redskins",4166666,7437500,213,2001,"11"
"575","Santana Moss",786,"WR",10,"WAS",14,10,71.4,116,0,57.2,56.8,58.5,71.1,NA,11.6,75,7.5,19,6,1,0,0,0,96.1,1,0,"2014",2014,"Redskins",635000,1020000,31,2001,"14"
"576","Santana Moss",786,"WR",16,"WAS",77,42,54.5,452,2,58.1,56.1,31.3,51.1,NA,10.8,185,4.4,28,29,8,4,1,1,59,2,0,"2013",2013,"Redskins",4166668,3e+06,80,2001,"13"
"577","Santonio Holmes",2970,"WR",11,"NYJ",55,23,41.8,456,1,67.6,66.8,28.3,75.3,NA,19.8,121,5.3,69,20,7,6,0,0,38,3,0,"2013",2013,"Jets",9e+06,7750000,196,2006,"8"
"578","Santonio Holmes",2970,"WR",9,"CHI",14,8,57.1,67,0,52.1,52.2,76.5,25,NA,8.4,30,3.8,15,6,0,1,0,1,39.9,1,1,"2014",NA,NA,NA,NA,65,2006,"9"
"579","Santonio Holmes",2970,"WR",16,"NYJ",98,51,52,654,8,61.5,61.5,59.6,25.5,72,12.8,222,4.4,38,34,5,5,2,3,79.2,4,0,"2011",2011,"Jets",3250000,8250000,371,2006,"6"
"580","Santonio Holmes",2970,"WR",4,"NYJ",39,20,51.3,272,1,71.3,71.6,46.4,24.5,NA,13.6,123,6.2,38,15,2,0,1,0,82.4,1,0,"2012",2012,"Jets",9250000,8e+06,53,2006,"7"
"581","Santonio Holmes",2970,"WR",12,"NYJ",91,52,57.1,746,6,77.4,80.9,66.8,27.1,NA,14.3,234,4.5,52,36,5,4,0,3,87.5,3,1,"2010",2010,"Jets",1251765,1251765,194,2006,"5"
"582","Sidney Rice",3660,"WR",6,"MIN",39,17,43.6,280,2,68.4,68.3,54.8,73.6,NA,16.5,43,2.5,46,14,2,2,0,3,64,1,0,"2010",2010,"Vikings",879000,550000,127,2007,"4"
"583","Sidney Rice",3660,"WR",16,"SEA",75,50,66.7,748,7,82.9,82.3,72,80.1,NA,15,160,3.2,46,37,3,1,0,0,124.7,1,0,"2012",2012,"Seahawks",8200000,7e+06,315,2007,"6"
"584","Sidney Rice",3660,"WR",8,"SEA",32,15,46.9,231,3,68,66.9,81.7,22.8,61.6,15.4,20,1.3,31,12,0,1,1,0,89.5,2,0,"2013",2013,"Seahawks",9700000,8500000,118,2007,"7"
"585","Sidney Rice",3660,"WR",9,"SEA",56,32,57.1,484,2,68.1,70.7,50.8,28.5,68.1,15.1,129,4,52,19,3,2,0,1,82.7,2,1,"2011",2011,"Seahawks",3200000,8e+06,150,2007,"5"
"586","Steve Breaston",3758,"WR",16,"KC",96,61,63.5,785,2,70.4,69.7,77.8,80.7,NA,12.9,327,5.4,43,39,3,5,0,13,74.3,2,0,"2011",NA,NA,NA,NA,346,2007,"5"
"587","Steve Breaston",3758,"WR",13,"ARZ",82,47,57.3,718,1,65.5,63.5,35.1,79.7,NA,15.3,172,3.7,37,32,8,2,0,4,80.2,4,0,"2010",NA,NA,NA,NA,180,2007,"4"
"588","Steve Breaston",3758,"WR",10,"KC",14,7,50,74,0,52.8,49.8,32.2,69.5,NA,10.6,5,0.7,24,5,3,2,0,1,26.2,0,0,"2012",NA,NA,NA,NA,98,2007,"6"
"589","Steve Johnson",4538,"WR",10,"SD",61,45,73.8,497,3,63.2,64.6,54.1,33.3,70.2,11,279,6.2,34,29,5,2,1,5,100.2,4,1,"2015",2015,"Chargers",2100000,4100000,183,2008,"8"
"590","Steve Johnson",4538,"WR",13,"SF",49,35,71.4,435,3,83.4,82.6,71.7,81.3,NA,12.4,184,5.3,32,24,2,2,0,5,102,2,1,"2014",2014,"49ers",3925000,3925000,67,2008,"7"
"591","Steve Johnson",4538,"WR",12,"BUF",95,52,54.7,597,3,73.3,73.7,40.6,40.6,NA,11.5,212,4.1,45,34,8,3,1,6,71.3,1,0,"2013",2013,"Bills",5650000,7325000,289,2008,"6"
"592","Steve Johnson",4538,"WR",16,"BUF",132,76,57.6,1004,7,76,76.3,64,81.8,NA,13.2,330,4.3,55,46,5,7,0,6,77.3,3,0,"2011",2011,"Bills",1213509,1200000,334,2008,"4"
"593","Steve Johnson",4538,"WR",16,"BUF",139,82,59,1073,10,76.1,75.8,31.3,52.5,NA,13.1,424,5.2,45,63,13,10,1,12,77.4,4,1,"2010",2010,"Bills",483507,470000,326,2008,"3"
"594","Steve Johnson",4538,"WR",16,"BUF",144,79,54.9,1046,6,78.1,77.9,41.2,50.8,NA,13.2,356,4.5,63,52,11,7,1,10,71.7,3,0,"2012",2012,"Bills",4300000,11100000,372,2008,"5"
"595","Steve Smith",3667,"WR",9,"SL",23,14,60.9,131,0,57,58.2,38.6,73,NA,9.4,48,3.4,25,7,3,1,0,1,58.4,1,0,"2012",2012,"Panthers",5963111,1.1e+07,31,2007,"6"
"596","Steve Smith",3667,"WR",9,"SL",23,14,60.9,131,0,57,58.2,38.6,73,NA,9.4,48,3.4,25,7,3,1,0,1,58.4,1,0,"2012",2012,"Panthers",5963111,1.1e+07,31,2001,"12"
"597","Steve Smith",3667,"WR",9,"NYG",72,48,66.7,529,3,71.4,70.3,50.8,79.2,68.1,11,112,2.3,45,30,6,2,0,4,90.6,1,0,"2010",2010,"Panthers",8713111,5750000,198,2007,"4"
"598","Steve Smith",3667,"WR",9,"NYG",72,48,66.7,529,3,71.4,70.3,50.8,79.2,68.1,11,112,2.3,45,30,6,2,0,4,90.6,1,0,"2010",2010,"Panthers",8713111,5750000,198,2001,"10"
"599","Steve Smith",3667,"WR",9,"PHI",20,11,55,124,1,56.8,56.2,29.9,71.5,67.5,11.3,33,3,20,5,3,2,0,2,50.8,0,0,"2011",2011,"Panthers",9963111,7e+06,33,2007,"5"
"600","Steve Smith",3667,"WR",9,"PHI",20,11,55,124,1,56.8,56.2,29.9,71.5,67.5,11.3,33,3,20,5,3,2,0,2,50.8,0,0,"2011",2011,"Panthers",9963111,7e+06,33,2001,"11"
"601","Steve Smith",837,"WR",14,"CAR",87,46,52.9,552,2,61.6,60.1,31.1,24.5,NA,12,226,4.9,39,24,10,6,2,7,51.5,4,0,"2010",2010,"Panthers",8713111,5750000,311,2007,"4"
