"","player","player_id","position","player_game_count","team_name","targets","receptions","caught_percent","yards","touchdowns","grades_offense","grades_pass_route","grades_hands_drop","grades_hands_fumble","grades_pass_block","yards_per_reception","yards_after_catch","yards_after_catch_per_reception","longest","first_downs","drops","interceptions","fumbles","avoided_tackles","targeted_qb_rating","penalties","declined_penalties","season","ï..season","Team","Cap.Number","Cash.Spent","snap_counts_offense","Year","experience"
"1094","Odell Beckham Jr.",8647,"WR",16,"NYG",161,101,62.7,1367,10,87,87.5,67.6,39.5,NA,13.5,532,5.3,75,66,8,2,2,29,105.3,6,1,"2016",2016,"Giants",2838054,1366018,366,2014,"3"
"1095","Odell Beckham Jr.",8647,"WR",12,"NYG",129,91,70.5,1305,12,90.8,91.2,88.4,87.3,NA,14.3,481,5.3,80,58,2,2,0,15,127.6,2,0,"2014",2014,"Giants",1892036,6308144,266,2014,"1"
"1096","Odell Beckham Jr.",8647,"WR",16,"CLV",130,74,56.9,1035,4,68.7,69.4,61.7,53.2,NA,14,329,4.4,89,44,7,7,0,6,70.5,8,3,"2019",2019,"Browns",1.7e+07,16750000,361,2014,"6"
"1097","Robert Herron",8820,"WR",7,"TB",11,6,54.5,58,1,46.7,47.5,28,69.8,NA,9.7,26,4.3,16,3,2,0,0,1,99.8,0,0,"2014",2014,"Buccaneers",448000,532000,16,2014,"1"
"1098","Sammy Watkins",8639,"WR",8,"BUF",50,28,56,430,2,73.7,73,56.1,76.1,NA,15.4,48,1.7,62,20,3,1,0,2,89.6,1,0,"2016",2016,"Bills",5436983,2232328,146,2014,"3"
"1099","Sammy Watkins",8639,"WR",10,"KC",53,40,75.5,519,3,73.5,74.2,75,34.6,69,13,235,5.9,50,24,2,0,0,8,124.6,2,0,"2018",2018,"Chiefs",7800000,21800000,147,2014,"5"
"1100","Sammy Watkins",8639,"WR",15,"LA",66,39,59.1,593,8,71.5,69.1,90,78.2,74.7,15.2,188,4.8,67,33,0,1,0,2,122,1,0,"2017",2017,"Rams",690000,690000,298,2014,"4"
"1101","Sammy Watkins",8639,"WR",14,"KC",88,52,59.1,673,3,66.5,64.4,66.1,25,80.8,12.9,304,5.8,68,29,4,0,2,10,94.6,3,1,"2019",2019,"Chiefs",19200000,12200000,228,2014,"6"
"1102","Sammy Watkins",8639,"WR",13,"BUF",91,60,65.9,1047,9,89.8,89.6,64.5,80.6,NA,17.5,180,3,63,41,4,2,0,5,128.8,5,1,"2015",2015,"Bills",4530819,1326164,295,2014,"2"
"1103","Sammy Watkins",8639,"WR",16,"BUF",124,65,52.4,982,6,69.3,69,67.2,47,NA,15.1,341,5.2,84,48,5,4,1,10,81.5,6,0,"2014",2014,"Bills",3624655,13238620,375,2014,"1"
"1104","Tavarres King",7943,"WR",2,"TB",3,2,66.7,13,0,54.3,53.7,29.9,64,NA,6.5,3,1.5,7,1,1,1,0,0,36.1,0,0,"2014",2014,"Buccaneers",58235,58235,33,2013,"2"
"1105","Tavarres King",7943,"WR",5,"NYG",4,2,50,50,0,58.7,58.3,68.3,64,NA,25,5,2.5,44,1,0,1,0,0,56.3,0,0,"2016",2016,"Giants",6e+05,6e+05,33,2013,"4"
"1106","Tavarres King",7943,"WR",8,"NYG",32,18,56.3,240,3,62.3,62.4,69.6,74.9,NA,13.3,83,4.6,57,11,1,0,0,4,111.5,1,0,"2017",2017,"Giants",487059,487059,129,2013,"5"
"1107","Tommy Streeter",7185,"WR",2,"JAX",1,0,0,0,0,54.1,55.2,NA,NA,NA,NA,0,NA,0,0,0,1,0,0,0,0,0,"2014",2014,"Jaguars",123529,123529,NA,2012,"3"
"1108","Amari Cooper",9437,"WR",16,"OAK",127,83,65.4,1154,5,79,79.7,78.8,54.2,NA,13.9,448,5.4,64,47,4,2,2,12,101,3,0,"2016",2016,"Raiders",5150709,1465142,352,2015,"2"
"1109","Amari Cooper",9437,"WR",15,"DAL",102,75,73.5,1005,7,77.9,76.5,73,28.4,NA,13.4,415,5.5,90,53,5,3,2,4,115,1,1,"2018",2018,"Cowboys",411765,411765,249,2015,"4"
"1110","Amari Cooper",9437,"WR",16,"OAK",123,72,58.5,1070,6,71.2,71.1,27.3,54.3,69.4,14.9,383,5.3,68,45,18,3,1,14,93.2,4,2,"2015",2015,"Raiders",4120567,15177268,289,2015,"1"
"1111","Amari Cooper",9437,"WR",14,"OAK",90,48,53.3,680,7,63.6,62.9,29.7,52.4,NA,14.2,300,6.3,87,29,10,5,1,6,80.8,2,0,"2017",2017,"Raiders",6180851,2495284,235,2015,"3"
"1112","Amari Cooper",9437,"WR",16,"DAL",116,79,68.1,1189,8,84.1,84.2,63.1,82.3,NA,15.1,232,2.9,53,54,7,2,0,6,117.3,7,1,"2019",2019,"Cowboys",13924000,13924000,295,2015,"5"
"1113","Chris Conley",9509,"WR",16,"KC",47,32,68.1,334,5,55.8,52.8,45.1,21.9,71.9,10.4,132,4.1,27,18,5,1,2,5,115,4,0,"2018",2018,"Chiefs",2085109,1907000,248,2015,"4"
"1114","Chris Conley",9509,"WR",16,"KC",65,44,67.7,530,0,61.9,60.1,68,31.2,NA,12,158,3.6,39,29,3,1,1,1,86.1,1,0,"2016",2016,"Chiefs",738109,560000,277,2015,"2"
"1115","Chris Conley",9509,"WR",5,"KC",16,11,68.8,175,0,63.1,61.3,78.7,72.4,66.3,15.9,48,4.4,35,8,0,0,0,0,104.9,0,0,"2017",2017,"Chiefs",838109,660000,114,2015,"3"
"1116","Chris Conley",9509,"WR",16,"KC",30,17,56.7,199,1,60.4,60.7,54.3,74.2,NA,11.7,70,4.1,44,12,2,0,0,1,88.1,0,0,"2015",2015,"Chiefs",613109,1147436,135,2015,"1"
"1117","Chris Conley",9509,"WR",16,"JAX",88,47,53.4,775,5,62.7,62,43.8,79.2,67.9,16.5,247,5.3,70,36,7,0,0,7,102.2,2,0,"2019",2019,"Jaguars",2066666,2500000,236,2015,"5"
"1118","Darren Waller",9637,"TE",12,"BLT",15,10,66.7,85,2,52.8,55,41.8,71.1,61.7,8.5,42,4.2,15,7,2,0,0,2,120.8,0,0,"2016",NA,NA,NA,NA,123,2015,"2"
"1119","Darren Waller",9637,"WR",3,"BLT",6,2,33.3,18,0,52.9,57.3,68.3,64,NA,9,14,7,17,1,0,0,0,2,42.4,1,0,"2015",2015,"Ravens",393950,477272,17,2015,"1"
"1120","Darren Waller",9637,"TE",4,"OAK",6,6,100,75,0,70.4,71.2,74.6,69.8,64.9,12.5,59,9.8,44,4,0,0,0,2,118.8,0,0,"2018",NA,NA,NA,NA,11,2015,"4"
"1121","Darren Waller",9637,"TE",16,"OAK",115,90,78.3,1146,3,83.2,86.8,78.5,56.9,57.5,12.7,594,6.6,75,53,5,2,1,11,109.6,1,0,"2019",NA,NA,NA,NA,429,2015,"5"
"1122","DeVante Parker",9447,"WR",16,"MIA",119,72,60.5,1202,9,79.2,79.8,64.7,81.7,NA,16.7,269,3.7,51,58,5,4,0,8,105.8,1,0,"2019",2019,"Dolphins",6900000,14500000,230,2015,"5"
"1123","DeVante Parker",9447,"WR",15,"MIA",82,56,68.3,744,4,76.1,76.2,88.7,80,65.7,13.3,244,4.4,56,35,1,5,0,7,87.7,2,0,"2016",2016,"Dolphins",2471941,929388,281,2015,"2"
"1124","DeVante Parker",9447,"WR",13,"MIA",44,26,59.1,494,3,72.9,71.3,45.4,75.9,NA,19,102,3.9,49,20,4,1,0,7,111.4,2,0,"2015",2015,"Dolphins",1977553,6605212,156,2015,"1"
"1125","DeVante Parker",9447,"WR",11,"MIA",43,24,55.8,309,1,69.2,68.2,74.2,75.5,65.5,12.9,97,4,46,14,1,1,0,3,76.6,0,0,"2018",2018,"Dolphins",3460717,1918164,168,2015,"4"
"1126","DeVante Parker",9447,"WR",13,"MIA",95,57,60,670,1,69.5,68.7,69.2,41.8,NA,11.8,201,3.5,36,34,4,6,1,8,58.7,0,0,"2017",2017,"Dolphins",2966329,1423776,200,2015,"3"
"1127","Devin Smith",9470,"WR",10,"NYJ",26,9,34.6,115,1,52.3,51.6,38.4,20,NA,12.8,24,2.7,22,5,2,3,0,0,22.6,0,0,"2015",2015,"Jets",1067713,2965852,72,2015,"1"
"1128","Devin Smith",9470,"WR",3,"DAL",8,5,62.5,113,1,63.7,64.5,73.4,68,NA,22.6,34,6.8,51,4,0,0,0,2,145.8,0,0,"2019",2019,"Cowboys",645000,645000,61,2015,"5"
"1129","Devin Smith",9470,"WR",3,"NYJ",3,1,33.3,20,0,46.2,46.5,28.9,61.2,NA,20,6,6,20,1,1,0,0,0,57.6,0,0,"2016",2016,"Jets",1334641,701928,12,2015,"2"
"1130","Dorial Green-Beckham",9473,"WR",15,"PHI",67,36,53.7,392,2,59.9,60.5,40.4,77.7,NA,10.9,147,4.1,26,25,6,2,0,5,68.8,5,0,"2016",2016,"Eagles",689709,689709,195,2015,"2"
"1131","Dorial Green-Beckham",9473,"WR",16,"TEN",63,32,50.8,549,4,71,70.6,61.9,77.3,66.3,17.2,147,4.6,47,30,3,3,0,4,82,1,1,"2015",2015,"Titans",1018837,2770348,149,2015,"1"
"1132","Geremy Davis",9619,"WR",2,"SD",1,0,0,0,0,55.5,54.9,NA,62.8,NA,NA,0,NA,0,0,0,0,0,0,39.6,0,0,"2016",2016,"Chargers",247059,247059,15,2015,"2"
"1133","Geremy Davis",9619,"WR",5,"NYG",3,2,66.7,21,0,57.5,57.8,68.3,64,NA,10.5,7,3.5,16,1,0,0,0,0,86.8,0,0,"2015",2015,"Giants",466771,562084,9,2015,"1"
"1134","Geremy Davis",9619,"WR",5,"LAC",3,3,100,38,0,58.2,57.8,70.5,65.8,65.6,12.7,2,0.7,19,1,0,0,0,0,118.8,0,0,"2019",2019,"Chargers",730000,895000,28,2015,"5"
"1135","Jaelen Strong",9503,"WR",8,"HST",23,14,60.9,131,0,55.1,53.7,64.7,72.7,NA,9.4,26,1.9,36,4,1,1,0,0,58.4,1,0,"2016",2016,"Texans",762996,570000,97,2015,"2"
"1136","Jaelen Strong",9503,"WR",2,"JAX",4,3,75,38,1,64.9,62.7,70.5,65.8,NA,12.7,14,4.7,19,3,0,0,0,0,143.8,0,0,"2017",2017,"Jaguars",80588,80588,16,2015,"3"
"1137","Jaelen Strong",9503,"WR",10,"HST",22,14,63.6,161,3,64.6,63,64.7,72.7,72,11.5,70,5,42,9,1,1,0,1,106.3,0,0,"2015",2015,"Texans",627996,1206984,110,2015,"1"
"1138","Jamison Crowder",9538,"WR",16,"WAS",92,67,72.8,847,7,66.9,66.1,79.3,37,67.9,12.6,383,5.7,55,33,3,3,2,13,112.9,3,0,"2016",2016,"Redskins",661406,525000,231,2015,"2"
"1139","Jamison Crowder",9538,"WR",9,"WAS",44,29,65.9,388,2,60.9,61.4,58.8,78.7,NA,13.4,212,7.3,79,15,3,1,0,2,99.4,1,0,"2018",2018,"Redskins",2043406,1907000,133,2015,"4"
"1140","Jamison Crowder",9538,"WR",16,"NYJ",118,78,66.1,834,6,72.4,73.3,57.6,82.2,NA,10.7,364,4.7,41,41,8,5,0,10,85.9,1,0,"2019",2019,"Jets",6781250,9e+06,233,2015,"5"
"1141","Jamison Crowder",9538,"WR",15,"WAS",96,66,68.8,789,3,72.7,72.5,55,37.7,67.8,12,363,5.5,41,37,7,4,1,4,86.7,0,0,"2017",2017,"Redskins",751406,615000,197,2015,"3"
"1142","Jamison Crowder",9538,"WR",16,"WAS",74,59,79.7,604,2,71,71.3,71.4,87.6,NA,10.2,339,5.7,44,34,4,1,1,3,104.1,1,0,"2015",2015,"Redskins",571406,980624,245,2015,"1"
"1143","Jared Abbrederis",8811,"WR",7,"DET",7,3,42.9,44,0,57.9,58,70.5,65.8,62.4,14.7,28,9.3,25,2,0,0,0,0,64,0,0,"2017",NA,NA,NA,NA,47,2014,"4"
"1144","Jared Abbrederis",8811,"WR",3,"GB",2,1,50,8,0,52.1,52.5,64.7,61.2,NA,8,2,2,8,0,0,0,0,0,60.4,0,0,"2016",NA,NA,NA,NA,6,2014,"3"
"1145","Jared Abbrederis",8811,"WR",7,"GB",14,9,64.3,111,0,60.4,59,56.7,21,NA,12.3,19,2.1,32,5,1,0,1,0,88.7,0,0,"2015",2015,"Packers",358235,358235,28,2014,"2"
"1146","Justin Hardy",9540,"WR",15,"ATL",26,19,73.1,195,0,67.3,66.2,69.9,74.1,69.2,10.3,81,4.3,23,9,1,0,0,1,94.2,0,0,"2019",2019,"Falcons",735000,895000,80,2015,"5"
"1147","Justin Hardy",9540,"WR",15,"ATL",30,21,70,203,4,75.5,73.6,84.5,76.3,62.3,9.7,51,2.4,27,17,0,0,0,1,128.2,1,0,"2016",2016,"Falcons",660205,525000,96,2015,"2"
"1148","Justin Hardy",9540,"WR",16,"ATL",29,20,69,221,3,61.8,61.3,59.2,24.9,70.2,11.1,77,3.9,27,12,2,0,1,0,125.8,4,3,"2017",2017,"Falcons",750205,615000,171,2015,"3"
"1149","Justin Hardy",9540,"WR",16,"ATL",20,14,70,133,2,60.5,58.4,64.4,83.3,NA,9.5,74,5.3,19,8,1,1,0,1,100.6,1,0,"2018",2018,"Falcons",840205,705000,100,2015,"4"
"1150","Justin Hardy",9540,"WR",9,"ATL",34,21,61.8,194,0,63.5,60.7,51.8,75.3,NA,9.2,65,3.1,23,12,2,3,0,0,40.6,0,0,"2015",2015,"Falcons",570205,975820,99,2015,"1"
"1151","Keith Mumphery",9608,"WR",10,"HST",12,10,83.3,69,0,51,49.7,78,71.1,NA,6.9,25,2.5,11,2,0,0,0,0,90.6,1,0,"2016",2016,"Texans",566563,525000,75,2015,"2"
"1152","Keith Mumphery",9608,"WR",13,"HST",31,14,45.2,129,0,48.5,47.6,36,29.9,NA,9.2,15,1.1,26,5,3,1,0,0,43.6,1,0,"2015",2015,"Texans",476563,601252,89,2015,"1"
"1153","Mario Alford",9671,"WR",1,"CIN",1,1,100,15,0,79.1,75.3,64.7,61.2,NA,15,4,4,15,1,0,0,0,0,118.8,0,0,"2015",2015,"Bengals",449776,494104,3,2015,"1"
"1154","Matt Hazel",8825,"WR",3,"CLV",1,1,100,1,0,57.7,57.6,64.7,61.2,NA,1,1,1,1,0,0,0,0,0,79.2,0,0,"2017",2017,"Browns",95294,95294,5,2014,"4"
"1155","Matt Hazel",8825,"WR",3,"MIA",1,0,0,0,0,54.3,53.5,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,39.6,0,0,"2015",2015,"Dolphins",435000,435000,18,2014,"2"
"1156","Matt Jones",9528,"HB",13,"WAS",23,19,82.6,304,1,49.2,43.4,33.8,26.8,49.5,16,264,13.9,78,10,3,0,1,6,133.2,1,0,"2015",NA,NA,NA,NA,59,2005,"11"
"1157","Matt Jones",9528,"HB",7,"WAS",8,8,100,73,0,67.2,62.8,77.3,44,64.1,9.1,56,7,16,4,0,0,0,0,104.7,1,0,"2016",NA,NA,NA,NA,28,2005,"12"
"1158","Nelson Agholor",9453,"WR",16,"PHI",91,62,68.1,768,8,73.1,72.3,65,80.7,NA,12.4,317,5.1,72,35,5,2,0,6,114.2,0,0,"2017",2017,"Eagles",2557465,1287488,302,2015,"3"
"1159","Nelson Agholor",9453,"WR",13,"PHI",43,23,53.5,283,1,48.7,48.5,40.4,29.2,NA,12.3,94,4.1,53,12,4,0,1,1,81.8,5,0,"2015",2015,"Eagles",1704977,5514908,238,2015,"1"
"1160","Nelson Agholor",9453,"WR",11,"PHI",65,39,60,363,3,54.4,54.9,61.6,23.4,NA,9.3,145,3.7,43,16,3,1,2,5,84.3,1,1,"2019",2019,"Eagles",9387000,9387000,250,2015,"5"
"1161","Nelson Agholor",9453,"WR",15,"PHI",62,36,58.1,365,2,52.6,52.4,33,35.3,65.9,10.1,109,3,40,15,7,3,1,6,65.6,2,0,"2016",2016,"Eagles",2131221,861244,316,2015,"2"
"1162","Nelson Agholor",9453,"WR",16,"PHI",90,64,71.1,736,4,64.8,64,74.1,49.4,66.2,11.5,347,5.4,83,28,4,1,1,11,105.6,2,0,"2018",2018,"Eagles",2983709,1713732,347,2015,"4"
"1163","Phillip Dorsett",9462,"WR",15,"IND",56,33,58.9,528,2,56.5,55.1,51.7,28.5,70.2,16,151,4.6,64,20,4,3,1,2,80.1,0,0,"2016",2016,"Colts",1848957,804791,227,2015,"2"
"1164","Phillip Dorsett",9462,"WR",11,"IND",36,18,50,225,1,60.5,61.7,69,76.7,NA,12.5,61,3.4,35,10,1,1,0,0,67.5,0,0,"2015",2015,"Colts",1479166,4611664,56,2015,"1"
"1165","Phillip Dorsett",9462,"WR",15,"NE",17,12,70.6,194,0,56.3,55.5,61.8,72.5,NA,16.2,69,5.8,39,8,1,1,0,1,83.9,1,0,"2017",2017,"Patriots",1174582,1174582,158,2015,"3"
"1166","Phillip Dorsett",9462,"WR",14,"NE",56,29,51.8,397,5,66.9,65.9,88,77.4,65.7,13.7,81,2.8,58,17,0,0,0,0,104.5,0,0,"2019",2019,"Patriots",2600000,2600000,167,2015,"5"
"1167","Phillip Dorsett",9462,"WR",16,"NE",43,32,74.4,290,3,67,65.8,68.8,77.8,NA,9.1,102,3.2,20,17,2,3,0,5,86.4,0,0,"2018",2018,"Patriots",1394373,1394373,158,2015,"4"
"1168","Quincy Enunwa",8843,"WR",1,"NYJ",3,1,33.3,-4,0,55.7,53.7,64.7,61.2,NA,-4,-4,-4,8,0,0,0,1,0,42.4,1,0,"2019",2019,"Jets",2800000,1e+06,17,2014,"6"
"1169","Quincy Enunwa",8843,"WR",16,"NYJ",99,58,58.6,857,4,70,68.9,31.8,80.5,76.7,14.8,360,6.2,69,37,12,4,0,13,83.6,1,0,"2016",2016,"Jets",525000,525000,302,2014,"3"
"1170","Quincy Enunwa",8843,"WR",12,"NYJ",42,22,52.4,315,0,53.2,50.5,28.1,75.1,64.9,14.3,144,6.5,48,10,7,0,0,6,77,2,1,"2015",2015,"Jets",332647,332647,172,2014,"2"
"1171","Quincy Enunwa",8843,"WR",11,"NYJ",62,38,61.3,449,1,68,65.9,49.3,22.5,67.6,11.8,284,7.5,42,21,6,2,2,9,75.3,2,0,"2018",2018,"Jets",4714000,11914000,190,2014,"5"
"1172","Sammie Coates",9520,"WR",14,"PIT",49,21,42.9,435,2,60.4,60.4,27.8,78.4,NA,20.7,115,5.5,72,15,7,3,0,3,62.9,1,0,"2016",2016,"Steelers",706879,549000,87,2015,"2"
"1173","Sammie Coates",9520,"WR",2,"HST",1,1,100,12,0,53.4,59.8,64.7,61.2,NA,12,5,5,12,1,0,0,0,0,116.7,1,0,"2018",NA,NA,NA,NA,15,2015,"4"
"1174","Sammie Coates",9520,"WR",3,"PIT",2,1,50,11,0,56.6,56.4,64.7,61.2,NA,11,4,4,11,1,0,0,0,0,66.7,0,0,"2015",2015,"Steelers",592879,1066516,8,2015,"1"
"1175","Sammie Coates",9520,"WR",9,"CLV",10,6,60,70,0,61.5,63.3,74.6,68.8,NA,11.7,17,2.8,38,2,0,1,0,1,41.7,1,0,"2017",2017,"Browns",615000,615000,29,2015,"3"
"1176","Stefon Diggs",9579,"WR",14,"MIN",94,64,68.1,849,8,81.7,83.4,79.6,82.1,NA,13.3,297,4.6,59,43,4,1,0,8,120.4,4,1,"2017",2017,"Vikings",671928,615000,288,2015,"3"
"1177","Stefon Diggs",9579,"WR",13,"MIN",109,84,77.1,903,3,79.1,78.9,85.9,84,NA,10.8,310,3.7,46,47,4,1,0,8,106.2,3,1,"2016",2016,"Vikings",581928,525000,192,2015,"2"
"1178","Stefon Diggs",9579,"WR",13,"MIN",77,52,67.5,720,4,77.7,78.5,80.1,25.8,NA,13.8,300,5.8,40,32,2,3,2,13,98.4,4,2,"2015",2015,"Vikings",491928,662712,230,2015,"1"
"1179","Stefon Diggs",9579,"WR",15,"MIN",141,102,72.3,1021,9,81.1,81,91.2,84.5,66.3,10,438,4.3,75,49,1,2,0,12,107.9,4,0,"2018",2018,"Vikings",4963928,16907000,240,2015,"4"
"1180","Stefon Diggs",9579,"WR",15,"MIN",91,63,69.2,1132,6,78.8,78.4,67.1,23.1,NA,18,313,5,66,40,6,5,4,5,110.7,4,0,"2019",2019,"Vikings",12468750,9500000,316,2015,"5"
"1181","T.J. Jones",8824,"WR",14,"DET",45,30,66.7,399,1,74.7,73.5,59,80.6,NA,13.3,73,2.4,34,22,3,0,0,0,102,0,0,"2017",2017,"Lions",690000,690000,114,2014,"4"
"1182","T.J. Jones",8824,"WR",3,"DET",13,5,38.5,93,0,59.9,59.5,29.2,68,NA,18.6,28,5.6,36,2,2,1,0,0,31.9,0,0,"2016",2016,"Lions",176471,176471,14,2014,"3"
"1183","T.J. Jones",8824,"WR",3,"NYG",4,3,75,38,1,57.4,59.9,70.5,76,NA,12.7,20,6.7,28,2,0,0,0,0,143.8,1,0,"2019",NA,NA,NA,NA,13,2014,"6"
"1184","T.J. Jones",8824,"WR",15,"DET",25,19,76,190,2,50.4,50.7,83.6,79.9,NA,10,44,2.3,26,10,0,2,0,2,90.4,2,1,"2018",2018,"Lions",1907000,1907000,115,2014,"5"
"1185","T.J. Jones",8824,"WR",6,"DET",18,10,55.6,132,1,62.1,58.8,58.9,79,NA,13.2,47,4.7,29,5,1,1,0,1,74.3,0,0,"2015",2015,"Lions",536550,510000,47,2014,"2"
"1186","Tre McBride",9678,"WR",4,"TEN",4,2,50,8,1,52,50.7,29.9,76.3,NA,4,1,0.5,7,1,1,0,0,0,95.8,1,0,"2015",2015,"Titans",179118,179118,14,2015,"1"
"1187","Tre McBride",9678,"WR",7,"CHI",15,8,53.3,144,0,63.9,63.9,77.3,70.6,NA,18,50,6.3,45,7,0,2,0,0,46.9,4,1,"2017",2017,"Jets",44400,44400,104,2015,"3"
"1188","Ty Montgomery",9527,"HB",15,"NYJ",17,13,76.5,90,0,58.5,64,81.1,85,20.1,6.9,94,7.2,21,3,0,1,0,0,63.4,0,0,"2019",NA,NA,NA,NA,34,2015,"5"
"1189","Ty Montgomery",9527,"WR",6,"GB",18,15,83.3,136,2,56.8,57.5,66.7,77.8,NA,9.1,94,6.3,31,6,1,0,0,5,135.2,2,0,"2015",2015,"Packers",572871,1027779,81,2015,"1"
"1190","Ty Montgomery",9527,"HB",13,"BLT",36,25,69.4,235,0,68.5,71,75.5,28.2,62.3,9.4,220,8.8,43,8,1,1,0,4,75.6,0,0,"2018",NA,NA,NA,NA,62,2015,"4"
"1191","Ty Montgomery",9527,"HB",7,"GB",27,23,85.2,173,1,72.5,76.7,85.9,86.2,66.3,7.5,221,9.6,23,8,0,0,0,5,105.7,0,0,"2017",NA,NA,NA,NA,44,2015,"3"
"1192","Ty Montgomery",9527,"HB",14,"GB",49,44,89.8,348,0,73.7,67.3,77,51.8,72.4,7.9,331,7.5,24,18,2,1,1,6,87.8,0,0,"2016",NA,NA,NA,NA,62,2015,"2"
"1193","Tyler Lockett",9502,"WR",15,"SEA",62,41,66.1,597,1,68.9,65.1,69.3,89.1,NA,14.6,223,5.4,57,22,3,1,0,1,96,1,0,"2016",2016,"Seahawks",776688,580000,132,2015,"2"
"1194","Tyler Lockett",9502,"WR",16,"SEA",108,82,75.9,1057,8,77.2,78.4,80.2,66.4,NA,12.9,299,3.6,44,52,4,1,1,2,127,2,0,"2019",2019,"Seahawks",7357000,5407000,375,2015,"5"
"1195","Tyler Lockett",9502,"WR",16,"SEA",67,51,76.1,664,6,76,75.8,71.9,72.8,NA,13,259,5.1,49,31,3,1,0,8,130.4,3,1,"2015",2015,"Seahawks",631688,1221752,216,2015,"1"
"1196","Tyler Lockett",9502,"WR",16,"SEA",65,57,87.7,965,10,80.3,82.5,90.7,68.4,NA,16.9,220,3.9,52,36,0,0,1,2,158.3,1,0,"2018",2018,"Seahawks",4446688,1.1e+07,402,2015,"4"
"1197","Tyler Lockett",9502,"WR",16,"SEA",68,45,66.2,555,2,67.3,67.2,86.5,90.3,68.1,12.3,188,4.2,74,23,1,1,0,2,94.9,2,0,"2017",2017,"Seahawks",891688,695000,164,2015,"3"
"1198","Vince Mayle",9556,"TE",5,"BLT",1,0,0,0,0,55.3,52.5,NA,69.4,NA,NA,0,NA,0,0,0,0,0,0,39.6,0,0,"2017",NA,NA,NA,NA,14,2015,"3"
"1199","Vince Mayle",9556,"WR",1,"DAL",1,0,0,0,0,53.8,55,NA,NA,NA,NA,0,NA,0,0,0,1,0,0,0,0,0,"2015",2015,"Cowboys",25588,25588,NA,2015,"1"
"1200","Aaron Burbridge",10847,"WR",14,"SF",14,7,50,88,0,55.5,56.7,52.1,80.4,NA,12.6,42,6,24,5,1,0,0,1,69.9,1,0,"2016",2016,"49ers",475089,550356,78,2016,"1"
"1201","Braxton Miller",10719,"WR",10,"HST",27,15,55.6,99,1,50.8,50.9,52.8,76.7,NA,6.6,52,3.5,12,6,2,2,0,3,45.1,0,0,"2016",2016,"Texans",627276,1159104,134,2016,"1"
"1202","Braxton Miller",10719,"WR",11,"HST",28,19,67.9,162,1,55.2,54.9,83.6,76.5,NA,8.5,71,3.7,57,7,0,0,0,0,94.6,1,0,"2017",2017,"Texans",734776,557500,157,2016,"2"
"1203","Breshad Perriman",9459,"WR",11,"BLT",31,10,32.3,77,0,44.4,43.4,28.1,71.1,NA,7.7,8,0.8,14,3,4,2,0,0,14.6,0,0,"2017",2017,"Ravens",2374181,1226394,160,2015,"3"
"1204","Breshad Perriman",9459,"WR",16,"BLT",64,33,51.6,499,3,64.2,63.4,36.1,77.4,NA,15.1,174,5.3,53,19,5,4,0,2,67.1,0,0,"2016",2016,"Ravens",1978484,830697,137,2015,"2"
"1205","Breshad Perriman",9459,"WR",14,"TB",65,36,55.4,645,6,72.8,72.3,80.4,77.9,NA,17.9,129,3.6,44,29,1,4,0,2,94.7,2,0,"2019",2019,"Buccaneers",4e+06,4e+06,171,2015,"5"
"1206","Breshad Perriman",9459,"WR",10,"CLV",25,16,64,340,2,71.8,76,82.7,75.4,NA,21.3,76,4.8,66,13,0,0,0,2,134.2,3,1,"2018",2018,"Browns",497647,497647,69,2015,"4"
"1207","Charone Peake",10875,"WR",9,"NYJ",3,2,66.7,25,0,50.6,50.4,29.9,64,NA,12.5,3,1.5,14,2,1,1,0,0,52.8,0,0,"2018",2018,"Jets",647095,630000,36,2016,"3"
"1208","Charone Peake",10875,"WR",13,"NYJ",33,19,57.6,186,0,59,57.7,58.1,74.4,NA,9.8,73,3.8,27,7,2,2,0,4,48.3,0,0,"2016",2016,"Jets",467095,518380,84,2016,"1"
"1209","Charone Peake",10875,"WR",3,"NYJ",1,1,100,3,0,57.8,62.6,64.7,61.2,NA,3,1,1,3,1,0,0,0,0,79.2,0,0,"2017",2017,"Jets",411330,394235,16,2016,"2"
